10012545	兰卫医学	301060
10004992	金域医学	603882
10000660	ST美讯	600898
10001043	ST易购	002024
10002734	神州数码	000034
10001384	爱施德	002416
10000766	天音控股	000829
10001034	盛达资源	000603
10001841	兴业银锡	000426
10000969	银泰黄金	000975
10002680	安泰集团	600408
10002681	华钰矿业	601020
10001067	金岭矿业	000655
10000273	豫光金铅	600531
10023514	宝地矿业	601121
10000738	洛阳钼业	603993
10000022	宏达股份	600331
10000807	国城矿业	000688
10003256	白银有色	601212
10003291	寒锐钴业	300618
10001176	宝武镁业	002182
10000238	驰宏锌锗	600497
10001648	广东宏大	002683
10001024	云南铜业	000878
10000466	江西铜业	600362
10002601	金诚信	603979
10004748	金石资源	603505
10011741	永茂泰	605208
10001839	铜陵有色	000630
10000531	金钼股份	601958
10002208	盛屯矿业	600711
10001080	中金岭南	000060
10001838	中色股份	000758
10011825	龙高股份	605086
10000228	汇通能源	600605
10000862	锡业股份	000960
10011781	有研粉材	688456
10001191	海亮股份	002203
10023644	中信金属	601061
10001977	云鼎科技	000409
10007817	安宁股份	002978
10012495	悦安新材	688786
10000201	广晟有色	600259
10004977	电工合金	300697
10012162	大中矿业	001203
10002726	东方钽业	000962
10002480	楚江新材	002171
10002244	华友钴业	603799
10002108	锌业股份	000751
10000180	厦门钨业	600549
10000431	西部矿业	601168
10011696	鑫铂股份	003038
10002747	合金投资	000633
10002332	中矿资源	002738
10001071	河钢资源	000923
10002165	北方稀土	600111
10000011	宁波韵升	600366
10005927	西部超导	688122
10002717	中国稀土	000831
10000163	鑫科材料	600255
10001971	中钨高新	000657
10000753	盛和资源	600392
10001936	盛新锂能	002240
10001270	云南锗业	002428
10000190	宝钛股份	600456
10002764	钒钛股份	000629
10003057	西藏珠峰	600338
10001131	罗平锌电	002114
10011182	豪美新材	002988
10000819	西藏矿业	000762
10000722	吉翔股份	603399
10001386	章源钨业	002378
10005940	嘉元科技	688388
10000611	创兴资源	600193
10005067	璞泰来	603659
10012551	振华新材	688707
10001151	东方锆业	002167
10012210	九丰能源	605090
10002688	蓝焰控股	000968
10002852	新潮能源	600777
10013207	中国海油	600938
10002114	ST洲际	600759
10020818	胜通能源	001331
10000555	中国石油	601857
10002914	新锦动力	300157
10002053	中国石化	600028
10011238	金宏气体	688106
10005793	明阳智能	601615
10000696	日出东方	603366
10002174	中材节能	603126
10000075	湘电股份	600416
10006233	卓越新能	688196
10000424	川投能源	600674
10005094	华能水电	600025
10001713	迪森股份	300335
10000003	三峡水利	600116
10000325	国电电力	600795
10012299	杭州热电	605011
10002279	金雷股份	300443
10011395	中信博	688408
10023662	陕西能源	001286
10000554	长江电力	600900
10012194	三峡能源	600905
10005069	振江股份	603507
10000946	黔源电力	002039
10020743	工大科雅	301197
10012703	海力风电	301155
10000510	吉鑫科技	601218
10012851	南网科技	688248
10002600	伟明环保	603568
10000653	光电股份	600184
10002661	协鑫能科	002015
10001190	金风科技	002202
10001467	九洲集团	300040
10002685	中闽能源	600163
10001277	天顺风能	002531
10004891	嘉泽新能	601619
10002120	节能风电	601016
10012986	龙源电力	001289
10000529	南网储能	600995
10001508	泰胜风能	300129
10005856	运达股份	300772
10001565	阳光电源	300274
10001512	聆达股份	300125
10012203	百川畅银	300614
10005551	江苏新能	603693
10000811	湖南发展	000722
10002876	东旭蓝天	000040
10002211	青岛中程	300208
10000815	闽东电力	000993
10011601	派能科技	688063
10017221	立新能源	001258
10000713	安源煤业	600397
10000550	山西焦化	600740
10000129	郑州煤电	600121
10000345	开滦股份	600997
10000519	晋控煤业	601001
10001803	电投能源	002128
10012830	物产环能	603071
10000048	盘江股份	600395
10000967	甘肃能化	000552
10000981	冀中能源	000937
10000733	伊泰Ｂ股	900948
10000570	恒源煤电	600971
10003373	大有能源	600403
10000836	山西焦煤	000983
10000625	华阳股份	600348
10000443	昊华能源	601101
10000119	上海能源	600508
10002011	陕西煤业	601225
10000481	中煤能源	601898
10002835	宝泰隆	601011
10000407	辽宁能源	600758
10000465	兖矿能源	600188
10000474	中国神华	601088
10000145	永泰能源	600157
10003372	新集能源	601918
10023515	苏能股份	600925
10000966	美锦能源	000723
10000038	兰花科创	600123
10000783	新大洲Ａ	000571
10000564	平煤股份	601666
10000749	瑞茂通	600180
10000348	潞安环能	601699
10002762	山煤国际	600546
10005332	沃格光电	603773
10024071	阿特斯	688472
10020774	快可电子	301278
10000607	航天机电	600151
10024195	时创能源	688429
10003181	清源股份	603628
10001662	亚玛顿	002623
10000669	亿晶光电	600537
10002497	协鑫集成	002506
10011109	上能电气	300827
10003273	隆基绿能	601012
10005554	芯能科技	603105
10001558	爱康科技	002610
10002696	太阳能	000591
10000300	综艺股份	600770
10000719	安彩高科	600207
10011178	晶科科技	601778
10001114	拓日新能	002218
10001509	东方日升	300118
10002299	爱旭股份	600732
10012816	通灵股份	301168
10012956	晶科能源	688223
10011223	天合光能	688599
10012474	能辉科技	301046
10001679	珈伟新能	300317
10012844	禾迈股份	688032
10003163	贝肯能源	002828
10001922	准油股份	002207
10001596	潜能恒信	300191
10002985	仁智股份	002629
10021209	美能能源	001299
10003015	博迈科	603727
10003230	镇海股份	603637
10005890	海油发展	600968
10003001	海默科技	300084
10000013	海油工程	600583
10011263	迪威尔	688377
10004940	中曼石油	603619
10000617	蓝科高新	601798
10000286	陕建股份	600248
10003264	中油工程	600339
10002185	安控科技	300370
10011632	南网能源	003035
10000478	中海油服	601808
10002218	石化油服	600871
10003025	苏农银行	603323
10003213	张家港行	002839
10012211	齐鲁银行	601665
10003004	上海银行	601229
10012857	兰州银行	001227
10006231	邮储银行	601658
10012411	沪农商行	601825
10012223	瑞丰银行	601528
10005988	渝农商行	601077
10005801	西安银行	600928
10001766	中润资源	000506
10003129	ST中装	002822
10000889	粤宏远Ａ	000573
10002555	财信发展	000838
10001952	深物业B	200011
10000509	冠城大通	600067
10000742	南京高科	600064
10011491	东鹏控股	003012
10000910	顺发恒业	000631
10002588	九鼎投资	600053
10000865	世荣兆业	002016
10000401	华远地产	600743
10001773	深物业A	000011
10001038	万方发展	000638
10000508	万业企业	600641
10000185	新湖中宝	600208
10001722	瑞和股份	002620
10000787	大悦城	000031
10000557	城投控股	600649
10000996	福星股份	000926
10002542	南山控股	002314
10001124	合肥城建	002208
10002849	ST中珠	600568
10000624	津投城开	600322
10000212	华丽家族	600503
10001057	苏宁环球	000718
10000118	华发股份	600325
10000179	云南城投	600239
10001137	广宇集团	002133
10002687	绿地控股	600606
10000046	龙元建设	600491
10001873	滨江集团	002244
10002832	京投发展	600683
10000987	金科股份	000656
10000196	金地集团	600383
10000458	卧龙地产	600173
10002207	荣盛发展	002146
10003390	岩石股份	600696
10001089	万科Ａ	000002
10002203	*ST全筑	603030
10002499	莱茵体育	000558
10003151	ST花王	603007
10002928	正平股份	603843
10002344	富煌钢构	002743
10023661	柏诚股份	601133
10003119	农尚环境	300536
10002690	名家汇	300506
10005305	润建股份	002929
10002245	航天工程	603698
10021453	矩阵股份	301365
10000269	上海建工	600170
10003164	名雕股份	002830
10001353	*ST围海	002586
10006270	中新集团	601512
10003401	中达安	300635
10000317	隧道股份	600820
10002623	华图山鼎	300492
10002833	*ST广田	002482
10003289	中铁工业	600528
10004912	建科院	300675
10004923	中公高科	603860
10006193	筑博设计	300564
10006300	京沪高铁	601816
10000062	安徽建工	600502
10001391	三维化学	002469
10012629	中国能建	601868
10000743	博信股份	600083
10002035	宝鹰股份	002047
10002540	华建集团	600629
10002056	祥龙电业	600769
10003363	元成股份	603388
10004979	建研院	603183
10002822	中国核建	601611
10001157	东华科技	002140
10011430	中岩大地	003001
10000837	中工国际	002051
10000642	宁波建工	601789
10001792	山东路桥	000498
10003003	普邦股份	002663
10002963	东方园林	002310
10000679	中国交建	601800
10004934	绿茵生态	002887
10000355	中材国际	600970
10000305	同济科技	600846
10000626	精工钢构	600496
10002031	岭南股份	002717
10002162	中国电建	601669
10012878	汇通集团	603176
10000535	中国中铁	601390
10002508	中衡设计	603017
10000015	浦东建设	600284
10005054	永福股份	300712
10001256	亚厦股份	002375
10000452	中国建筑	601668
10005866	新城市	300778
10001219	北新路桥	002307
10002812	天海防务	300008
10000439	中国化学	601117
10001027	宏润建设	002062
10004927	勘设股份	603458
10005979	交建股份	603815
10002178	中国铁建	601186
10002451	文科股份	002775
10004947	中环环保	300692
10001302	中化岩土	002542
10001729	成都路桥	002628
10002123	中钢国际	000928
10002415	四川路桥	600039
10003335	美芝股份	002856
10001942	凯文教育	002659
10012672	金埔园林	301098
10001132	中国海诚	002116
10000575	中国中冶	601618
10002940	华设集团	603018
10000484	龙建股份	600853
10002148	杭萧钢构	600477
10011500	地铁设计	003013
10005264	设研院	300732
10002250	柯利达	603828
10000115	腾达建设	600512
10002881	海波重科	300517
10005758	新疆交建	002941
10000135	西藏天路	600326
10002237	华电重工	601226
10012502	上海港湾	605598
10002625	国晟科技	603778
10002060	天健集团	000090
10003267	重庆建工	600939
10003070	卓郎智能	600545
10001871	广东建工	002060
10001074	北方国际	000065
10003299	中船科技	600072
10000801	金螳螂	002081
10001540	节能铁汉	300197
10012362	华蓝集团	301027
10002678	建艺集团	002789
10003307	启迪设计	300500
10002731	棕榈股份	002431
10002949	城地香江	603887
10002714	江河集团	601886
10002516	天壕能源	300332
10001036	铁岭新城	000809
10004939	东珠生态	603359
10002944	建发合诚	603909
10005763	中贝通信	603220
10002803	百利科技	603959
10002169	兴源环境	300266
10003200	*ST美尚	300495
10011820	建工修复	300958
10000838	中成股份	000151
10001223	洪涛股份	002325
10002187	苏交科	300284
10002682	川金诺	300505
10001389	辉隆股份	002556
10001768	ST红太阳	000525
10000150	六国化工	600470
10001230	司尔特	002538
10000830	四川美丰	000731
10002363	国光股份	002749
10001109	华昌化工	002274
10000703	鲁北化工	600727
10012084	中农联合	003042
10002857	史丹利	002588
10003324	沧州大化	600230
10004777	先达股份	603086
10003046	苏利股份	603585
10002094	国发股份	600538
10003288	河化股份	000953
10012552	美邦股份	605033
10005084	中农立华	603970
10000082	扬农化工	600486
10024173	广康生化	300804
10002315	广信股份	603599
10002353	富邦股份	300387
10017238	农心科技	001231
10002679	泸天化	000912
10000151	云天化	600096
10002082	新洋丰	000902
10000049	柳化股份	600423
10004962	川恒股份	002895
10000964	安道麦A	000553
10001849	湖北宜化	000422
10002937	云图控股	002539
10000400	湖南海利	600731
10011513	大洋生物	003017
10001059	鲁西化工	000830
10001110	诺普信	002215
10000884	盐湖股份	000792
10011416	天禾股份	002999
10001434	安道麦B	200553
10002305	川能动力	000155
10001370	长青股份	002391
10000380	钱江生化	600796
10001164	联化科技	002250
10001153	利尔化学	002258
10000174	瀚叶股份	600226
10000103	赤天化	600227
10002027	金正大	002470
10000224	江山股份	600389
10000111	新安股份	600596
10003108	中旗股份	300575
10001818	芭田股份	002170
10002667	亚钾国际	000893
10000246	ST澄星	600078
10012583	华尔泰	001217
10012417	润丰股份	301035
10001349	辉丰股份	002496
10005580	丰山集团	603810
10005759	新农股份	002942
10002752	蓝丰生化	002513
10001863	雅本化学	300261
10002340	利民股份	002734
10001628	*ST佳沃	300268
10001911	*ST天山	300313
10001052	双汇发展	000895
10002334	龙大美食	002726
10003167	华统股份	002840
10001424	中鲁Ｂ	200992
10012979	粤海饲料	001313
10004789	惠发食品	603536
10005810	立华股份	300761
10001228	得利斯	002330
10002629	温氏股份	300498
10002361	仙坛股份	002746
10012591	春雪食品	605567
10001316	金字火腿	002515
10002559	百洋股份	002696
10012149	东瑞股份	001201
10001795	煌上煌	002695
10011121	湘佳股份	002982
10002223	民和股份	002234
10001211	圣农发展	002299
10000311	新五丰	600975
10000897	罗牛山	000735
10002545	神农科技	300189
10012926	益客食品	301116
10001213	华英农业	002321
10021233	邦基科技	603151
10001489	西部牧业	300106
10011597	一鸣食品	605179
10011566	海融科技	300915
10002343	燕塘乳业	002732
10012190	南侨食品	605339
10005057	庄园牧场	002910
10000055	三元股份	600429
10000263	光明乳业	600597
10000194	维维股份	600300
10000417	伊利股份	600887
10001982	天润乳业	600419
10002026	贝因美	002570
10002153	皇氏集团	002329
10005795	新乳业	002946
10013275	阳光乳业	001318
10011360	均瑶健康	605388
10002921	妙可蓝多	600882
10011681	李子园	605337
10025543	索宝蛋白	603231
10002008	麦趣尔	002719
10011314	甘源食品	002991
10011608	祖名股份	003030
10002626	桃李面包	603866
10020998	嘉华股份	603182
10001719	克明食品	002661
10005886	西麦食品	002956
10012972	三元生物	301206
10003155	桂发祥	002820
10003067	元祖股份	603886
10001829	张裕Ａ	000869
10000142	*ST莫高	600543
10001828	张裕Ｂ	200869
10002099	今世缘	603369
10000726	中信尼雅	600084
10000769	燕京啤酒	000729
10000001	伊力特	600197
10000832	兰州黄河	000929
10000615	舍得酒业	600702
10001425	古井贡Ｂ	200596
10001378	珠江啤酒	002461
10000101	贵州茅台	600519
10002598	迎驾贡酒	603198
10002775	金徽酒	603919
10000770	*ST西发	000752
10000203	古越龙山	600059
10002175	会稽山	601579
10000953	五粮液	000858
10000029	老白干酒	600559
10021319	永顺泰	001338
10000339	山西汾酒	600809
10001227	洋河股份	002304
10002788	水井坊	600779
10002604	口子窖	603589
10000842	古井贡酒	000596
10000095	金种子酒	600199
10000715	ST通葡	600365
10002737	酒鬼酒	000799
10000469	青岛啤酒	600600
10001668	天佑德酒	002646
10000323	金枫酒业	600616
10002297	皇台酒业	000995
10000187	重庆啤酒	600132
10000242	惠泉啤酒	600573
10002583	百润股份	002568
10001064	泸州老窖	000568
10002808	威龙股份	603779
10005298	养元饮品	603156
10012229	欢乐家	300997
10000780	承德露露	000848
10000166	泉阳泉	600189
10012213	东鹏饮料	605499
10002715	国投中鲁	600962
10011459	安德利	605198
10001661	海欣食品	002702
10012121	万辰集团	300972
10000936	广农糖业	000911
10002793	中基健康	000972
10012163	佳禾食品	605300
10012118	华绿生物	300970
10011429	劲仔食品	003000
10004946	中宠股份	002891
10002745	京粮B	200505
10000104	ST交昂	600530
10001442	深粮B	200019
10012603	青岛食品	001219
10000057	华资实业	600191
10011539	仲景食品	300908
10003233	盐津铺子	002847
10001793	广弘控股	000529
10001388	洽洽食品	002557
10001618	汤臣倍健	300146
10005887	三只松鼠	300783
10023660	江盐集团	601065
10001200	保龄宝	002286
10001251	涪陵榨菜	002507
10005859	有友食品	603697
10011483	巴比食品	605338
10003270	安井食品	603345
10012152	味知香	605089
10005252	香飘飘	603711
10021145	紫燕食品	603057
10001404	好想你	002582
10002743	京粮控股	000505
10000892	深粮控股	000019
10001292	双塔食品	002481
10006326	良品铺子	603719
10001113	三全食品	002216
10000853	西王食品	000639
10002136	黑芝麻	000716
10013414	宝立食品	603170
10003330	绝味食品	603517
10012122	立高食品	300973
10003018	青海春天	600381
10001484	晨光生物	300138
10011489	熊猫乳品	300898
10011448	品渥食品	300892
10012527	千味央厨	001215
10002646	爱普股份	603020
10002568	安记食品	603696
10001681	金达威	002626
10001173	*ST正邦	002157
10000031	安琪酵母	600298
10012133	百龙创园	605016
10003266	中粮糖业	600737
10020917	五芳斋	603237
10005963	日辰股份	603755
10002669	千禾味业	603027
10013349	美农生物	301156
10002058	梅花生物	600873
10000893	正虹科技	000702
10005849	天味食品	603317
10000638	中炬高新	600872
10000175	上海梅林	600073
10001742	加加食品	002650
10002950	莲花健康	600186
10000165	恒顺醋业	600305
10002749	星湖科技	600866
10002028	海天味业	603288
10000010	通威股份	600438
10005306	华宝股份	300741
10001001	顺鑫农业	000860
10001325	佳隆股份	002495
10000790	新希望	000876
10011487	金龙鱼	300999
10011284	同庆楼	605108
10001102	天邦食品	002124
10002837	天康生物	002100
10000805	孚日股份	002083
10006349	聚杰微纤	300819
10002976	新乡化纤	000949
10001699	兴业科技	002674
10002264	新澳股份	603889
10012533	汇隆新材	301057
10000369	航民股份	600987
10012296	洪兴股份	001209
10004806	安奈儿	002875
10002258	锦泓集团	603518
10005088	水星家纺	603365
10000869	欣龙控股	000955
10000276	红豆股份	600400
10002248	健盛集团	603558
10003105	浙江建投	002761
10003295	牧高笛	603908
10003080	太平鸟	603877
10012083	真爱美家	003041
10002062	海澜之家	600398
10004803	日播时尚	603196
10001687	乔治白	002687
10001208	富安娜	002327
10000812	伟星股份	002003
10011199	聚合顺	605166
10004796	地素时尚	603587
10002848	梦洁股份	002397
10000002	华升股份	600156
10000948	华西股份	000936
10001167	宏达高科	002144
10000772	七匹狼	002029
10020985	嘉曼服饰	301276
10000072	金鹰股份	600232
10000608	九牧王	601566
10012840	泰慕士	001234
10001335	森马服饰	002563
10011663	迎丰股份	605055
10011505	欣贺股份	003016
10001901	华孚时尚	002042
10012169	爱慕股份	603511
10001330	联发股份	002394
10001252	嘉欣丝绸	002404
10003250	安正时尚	603839
10000330	海欣Ｂ股	900917
10003104	比音勒芬	002832
10000455	浪莎股份	600137
10002400	安利股份	300218
10021303	云中马	603130
10012219	富春染织	605189
10000445	际华集团	601718
10011384	金春股份	300877
10000633	龙头股份	600630
10002409	华斯股份	002494
10000167	雅戈尔	600177
10012570	万事利	301066
10000877	鲁泰Ａ	000726
10023488	彩蝶实业	603073
10001098	浔兴股份	002098
10000490	三房巷	600370
10000161	江苏阳光	600220
10000886	美达股份	000782
10001194	美邦服饰	002269
10012208	玉马遮阳	300993
